side	item	source	type	lines	class_judge_XY	class_judge_YX	judges_agree	target	effort	adoption_cost	note_judge_XY	note_judge_YX
ecc	item-11	commands/orch-change-feature.md	command	38	DISCARD	REDUNDANT	NO	n/a	n/a	n/a	DISCARD — same reason as item-9.	(one row for items 9 to 13) REDUNDANT among themselves (near-identical restatements); relative to Y, COMPLEMENT — fixed, ready-made entry points where Y instead generates dispatch skills per project.
ecc	item-12	commands/orch-fix-defect.md	command	38	DISCARD	REDUNDANT	NO	n/a	n/a	n/a	DISCARD — same reason as item-9.	(one row for items 9 to 13) REDUNDANT among themselves (near-identical restatements); relative to Y, COMPLEMENT — fixed, ready-made entry points where Y instead generates dispatch skills per project.
ecc	item-13	commands/orch-refine-code.md	command	39	DISCARD	REDUNDANT	NO	n/a	n/a	n/a	DISCARD — same reason as item-9.	(one row for items 9 to 13) REDUNDANT among themselves (near-identical restatements); relative to Y, COMPLEMENT — fixed, ready-made entry points where Y instead generates dispatch skills per project.
ecc	item-14	commands/orch-review.md	command	119	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/orch-review/	S	119 lines in 1 file(s) to rewrite to the library's authoring rules, strip agent-directed text, check name collisions, land as maturity: incubator, bump workbench	COMPLEMENT — no Y item does code-diff review with argument-sanitization and a fail-closed approval contract.	COMPLEMENT — distinctive item; the argument-sanitization practice ("never pass the raw argument to the shell") and the fail-closed "never present a clean approval" contract are worth noting explicitly.
ecc	item-15	skills/autonomous-loops/	skill	611	DISCARD	DISCARD	yes	n/a	n/a	n/a	SUPERIOR SUBSTITUTE exists on Y's side for its main live use case: DISCARD — self-labeled "retained for compatibility only," superseded by a named successor, and its unattended-loop patterns are reported as partly conflicting with plan-then-stop.	DISCARD — self-flagged legacy/compatibility-only and reported to conflict with plan-then-stop; retain only as INGESTIBLE FRAGMENTS (its anti-patterns list — no exit conditions, no context bridge, retrying identical failures, ignoring file overlap) into Y-item-11 or Y-item-1's evidence-discipline block.
ecc	item-16	skills/council/	skill	204	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/council/	M	204 lines in 1 file(s) to rewrite to the library's authoring rules, strip agent-directed text, check name collisions, land as maturity: incubator, bump workbench	COMPLEMENT — no Y item provides structured-disagreement decision support.	COMPLEMENT — distinctive item; candidate INGESTIBLE FRAGMENTS (initial-position-before-reading-others, always-include-strongest-dissent) for Y-item-5 or Y-item-9's ambiguous-verdict handling.
ecc	item-17	skills/santa-method/	skill	307	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/santa-method/	M	307 lines in 1 file(s) to rewrite to the library's authoring rules, strip agent-directed text, check name collisions, land as maturity: incubator, bump workbench	COMPLEMENT — no Y item verifies shippable output via two independent adversarial reviewers with an iteration cap and human escalation.	COMPLEMENT — distinctive item; candidate INGESTIBLE FRAGMENTS (iteration cap + escalate-to-human, failure-mode/mitigation table) for Y-item-1's "prove gates by deliberate failure" mechanism.
installed	item-1	plugins/workbench/skills/phased-harness/	skill	917	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/phased-harness/	L	already in the library; cost is the edit the fragments imply plus a version bump	COMPLEMENT — fills the multi-session/irreversible-ending project-structuring gap X's task-scoped pipeline doesn't address.	COMPLEMENT — no X item covers general, non-software, irreversible-ending, multi-session project scaffolding with reversibility-by-rename/residue-owner conventions.
installed	item-2	plugins/workbench/skills/sweep-harness/	skill	378	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/sweep-harness/	M	already in the library; cost is the edit the fragments imply plus a version bump	COMPLEMENT — no X analog for idempotent per-item batch processing proven by a deliberately-failing row.	COMPLEMENT — X-item-17's batch-sampling pattern verifies a sample for adversarial review, a different purpose from Y's uniform-treatment sweep with idempotent per-item resume.
installed	item-3	plugins/workbench/skills/schedule-harness/	skill	797	SUPERIOR SUBSTITUTE	COMPLEMENT	NO	plugins/workbench/skills/schedule-harness/	L	already in the library; cost is the edit the fragments imply plus a version bump	SUPERIOR SUBSTITUTE (pair: Y item-3 vs X item-15's "continuous build/review/merge loop" pattern) — covers the same "run something unattended, repeatedly" need but with in-set fail-closed scripts, an absolute-limits block, and a queuing rule instead of a prose reference catalogue.	COMPLEMENT — X has no unattended-cadence wrapper; X-item-1 monitors a live loop but doesn't set up cadence or an absolute-limits block.
installed	item-4	plugins/workbench/skills/experiment-harness/	skill	448	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/experiment-harness/	M	already in the library; cost is the edit the fragments imply plus a version bump	COMPLEMENT — no X analog for predict-before-look modeling discipline with a killed-ideas log.	COMPLEMENT — no X analog for open-ended predict-before-look modeling work.
installed	item-5	plugins/workbench/skills/rulings-harness/	skill	321	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/rulings-harness/	M	already in the library; cost is the edit the fragments imply plus a version bump	COMPLEMENT — no X analog for a decision-durability register with revisit dates and falsifiers (X's item-16 addresses live ambiguity, not decision persistence).	COMPLEMENT — no X analog; closest is X-item-2's human-approval block, but that's config-specific, not a general decision register.
installed	item-6	plugins/workbench/skills/pipeline-foundry/	skill	380	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/pipeline-foundry/	M	already in the library; cost is the edit the fragments imply plus a version bump	COMPLEMENT — no X analog for packaging intake, standing constants, and decision authority for a fresh session.	COMPLEMENT with INGESTIBLE FRAGMENTS for X-item-3's thin "Intake" phase: standing-constants file, decision-authority mapping, escalation stop-list, eight-point green-check gate.
installed	item-7	plugins/workbench/skills/change-watch/	skill	566	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/change-watch/	M	already in the library; cost is the edit the fragments imply plus a version bump	COMPLEMENT — no X analog for state-transition watching with safe/approval-only action classification.	COMPLEMENT — no X analog for state-transition-only watching.
installed	item-8	plugins/workbench/skills/model-effort-advisor/	skill	404	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/model-effort-advisor/	M	already in the library; cost is the edit the fragments imply plus a version bump	COMPLEMENT — no X analog for a dedicated model-and-routing scorer (X's delegation to "a planning agent," "a TDD agent" assumes routing is solved elsewhere).	COMPLEMENT with an INGESTIBLE FRAGMENT for X-item-3, whose phase delegation names agent roles ("a planning agent," "a TDD agent") without a model/effort choice.
installed	item-9	plugins/workbench/skills/supahcode-review/	skill	172	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/supahcode-review/	M	already in the library; cost is the edit the fragments imply plus a version bump	COMPLEMENT — loosely adjacent to X's item-3 size classifier but answers a different question (leave-the-session workflow suitability vs. in-pipeline phase sizing); no true overlap.	COMPLEMENT — X assumes its pipeline is invoked by trigger phrase with no upfront "is this worth a multi-agent workflow" gate.
installed	item-10	plugins/workbench/skills/llama-offload/	skill	166	COMPLEMENT	COMPLEMENT	yes	plugins/workbench/skills/llama-offload/	M	already in the library; cost is the edit the fragments imply plus a version bump	COMPLEMENT — no X analog for offloading bulk mechanical transforms to a local model with format/sample verification.	COMPLEMENT — no X analog for cost/privacy-driven delegation to a cheaper local model.
installed	item-11	SPECIAL:claude-md-concurrency	rule file	52	COMPLEMENT	COMPLEMENT	yes	SPECIAL:claude-md-concurrency	S	already in the library; cost is the edit the fragments imply plus a version bump	COMPLEMENT — no X analog for a standing, always-loaded baseline of multi-agent safety rules (X embeds equivalent rules piecemeal inside item-3's checklist rather than as a standing file).	COMPLEMENT, and source of INGESTIBLE FRAGMENTS for X's parallel-agent items (item-15's generation loop, item-16's panel, item-17's dual reviewers), none of which state a global fan-out cap or shared-file-ownership rule.
